"No.","Time","Source","Destination","Protocol","Length","Info"
"2987","228.908485","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=71740 Ack=8800 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"2988","228.908486","192.168.1.66","72.21.207.136","TLSv1.2","312","Application Data"
"2989","228.916945","192.168.1.66","172.217.0.74","TCP","55","[TCP Keep-Alive] 26727  >  443 [ACK] Seq=1879 Ack=5895 Win=65536 Len=1"
"2990","229.039141","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=34764 Ack=41625 Win=64768 Len=0"
"2991","229.049196","192.168.1.66","72.21.207.136","TCP","54","26734  >  443 [ACK] Seq=73458 Ack=9103 Win=64768 Len=0"
"2992","229.467782","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=34764 Ack=41625 Win=64768 Len=1460 [TCP segment of a reassembled PDU]"
"2993","229.467783","192.168.1.66","52.85.236.243","TLSv1.2","1102","Application Data"
"2994","229.468801","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=73458 Ack=9103 Win=64768 Len=1460 [TCP segment of a reassembled PDU]"
"2995","229.468802","192.168.1.66","72.21.207.136","TLSv1.2","1159","Application Data"
"2996","229.568134","192.168.1.66","72.21.207.136","TCP","54","26734  >  443 [ACK] Seq=76023 Ack=9406 Win=64512 Len=0"
"2997","229.601619","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=37272 Ack=42336 Win=64256 Len=0"
"2998","229.791215","192.168.1.66","216.58.218.228","TCP","55","[TCP Keep-Alive] 26708  >  443 [ACK] Seq=649 Ack=4228 Win=65792 Len=1"
"2999","229.992140","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=76023 Ack=9406 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"3000","229.992141","192.168.1.66","72.21.207.136","TLSv1.2","900","Application Data"
"3001","229.992269","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=78329 Ack=9406 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"3002","229.992271","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=79789 Ack=9406 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"3003","229.992272","192.168.1.66","72.21.207.136","TLSv1.2","1454","Application Data"
"3004","230.090906","192.168.1.66","72.21.207.136","TCP","54","26734  >  443 [ACK] Seq=82649 Ack=9797 Win=64256 Len=0"
"3005","232.295573","192.168.1.66","54.192.89.15","TCP","55","[TCP Keep-Alive] 26762  >  443 [ACK] Seq=779 Ack=6426 Win=64256 Len=1"
"3006","237.858615","192.168.1.66","172.217.11.131","TCP","55","[TCP Keep-Alive] 26722  >  443 [ACK] Seq=822 Ack=147359 Win=66048 Len=1"
"3008","241.196914","192.168.1.66","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"3009","242.046279","192.168.1.66","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"3010","243.048275","192.168.1.66","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"3011","243.522361","192.168.1.66","172.217.1.42","TCP","54","26706  >  443 [FIN, ACK] Seq=774 Ack=6084 Win=66048 Len=0"
"3012","243.529797","192.168.1.66","172.217.1.42","TCP","54","26706  >  443 [ACK] Seq=775 Ack=6085 Win=66048 Len=0"
"3013","243.539897","192.168.1.66","172.217.1.35","TCP","54","26707  >  443 [FIN, ACK] Seq=790 Ack=4622 Win=65280 Len=0"
"3014","243.541178","192.168.1.66","172.217.1.35","TCP","54","26707  >  443 [ACK] Seq=791 Ack=4623 Win=65280 Len=0"
"3015","244.066038","192.168.1.66","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"3016","244.194306","192.168.1.66","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"3017","244.264598","192.168.1.66","216.58.218.228","TCP","54","26708  >  443 [FIN, ACK] Seq=650 Ack=4291 Win=65536 Len=0"
"3018","244.265625","192.168.1.66","216.58.218.228","TCP","54","26708  >  443 [ACK] Seq=651 Ack=4292 Win=65536 Len=0"
"3019","245.077516","192.168.1.66","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"3020","247.203824","192.168.1.66","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"3021","250.217809","192.168.1.66","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"3022","252.239124","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [ACK] Seq=823 Ack=147423 Win=66048 Len=0"
"3023","252.239286","192.168.1.66","172.217.11.131","TCP","54","26722  >  443 [FIN, ACK] Seq=823 Ack=147423 Win=66048 Len=0"
"3024","253.219334","192.168.1.66","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"3025","256.229238","192.168.1.66","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"3026","256.279035","192.168.1.66","72.21.207.136","TCP","54","26775  >  443 [ACK] Seq=6202 Ack=1098 Win=64512 Len=0"
"3027","256.367628","192.168.1.66","52.85.236.243","TCP","54","26781  >  443 [ACK] Seq=569 Ack=189 Win=65280 Len=0"
"3028","256.373420","192.168.1.66","52.85.236.243","TCP","54","26782  >  443 [ACK] Seq=569 Ack=189 Win=65280 Len=0"
"3030","260.051136","192.168.1.66","72.21.207.136","TCP","54","26734  >  443 [ACK] Seq=82649 Ack=9829 Win=64256 Len=0"
"3031","269.446197","192.168.1.66","72.21.207.136","TCP","54","26775  >  443 [FIN, ACK] Seq=6202 Ack=1098 Win=64512 Len=0"
"3032","269.446330","192.168.1.66","72.21.207.136","TCP","54","26775  >  443 [RST, ACK] Seq=6203 Ack=1098 Win=0 Len=0"
"3033","269.446587","192.168.1.66","72.21.207.136","TCP","54","26734  >  443 [FIN, ACK] Seq=82649 Ack=9829 Win=64256 Len=0"
"3034","269.446687","192.168.1.66","72.21.207.136","TCP","54","26734  >  443 [RST, ACK] Seq=82650 Ack=9829 Win=0 Len=0"
"3035","269.446982","192.168.1.66","54.239.17.112","TCP","54","26779  >  443 [FIN, ACK] Seq=293 Ack=142 Win=65536 Len=0"
"3036","269.447151","192.168.1.66","54.239.17.112","TCP","54","26780  >  443 [FIN, ACK] Seq=293 Ack=142 Win=65536 Len=0"
"3037","269.447313","192.168.1.66","52.85.236.243","TCP","54","26781  >  443 [FIN, ACK] Seq=569 Ack=189 Win=65280 Len=0"
"3038","269.447389","192.168.1.66","52.85.236.243","TCP","54","26781  >  443 [RST, ACK] Seq=570 Ack=189 Win=0 Len=0"
"3039","269.447594","192.168.1.66","52.85.236.243","TCP","54","26782  >  443 [FIN, ACK] Seq=569 Ack=189 Win=65280 Len=0"
"3040","269.447694","192.168.1.66","52.85.236.243","TCP","54","26782  >  443 [RST, ACK] Seq=570 Ack=189 Win=0 Len=0"
"3042","269.451440","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=37272 Ack=42336 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"3043","269.451441","192.168.1.66","52.85.236.243","TLSv1.2","1126","Application Data"
"3044","269.451700","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=39804 Ack=42336 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"3045","269.451703","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=41264 Ack=42336 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"3046","269.451703","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=42724 Ack=42336 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"3047","269.451704","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=44184 Ack=42336 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"3048","269.451704","192.168.1.66","52.85.236.243","TLSv1.2","175","Application Data"
"3049","269.492977","192.168.1.66","54.239.17.112","TCP","54","26779  >  443 [ACK] Seq=294 Ack=143 Win=65536 Len=0"
"3050","269.495946","192.168.1.66","54.239.17.112","TCP","54","26780  >  443 [ACK] Seq=294 Ack=143 Win=65536 Len=0"
"3051","269.497275","192.168.1.66","72.21.207.148","TCP","66","26783  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3052","269.539968","192.168.1.66","72.21.207.148","TCP","54","26783  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"3053","269.540230","192.168.1.66","72.21.207.148","TLSv1.2","291","Client Hello"
"3054","269.584061","192.168.1.66","72.21.207.148","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"3055","269.585664","192.168.1.66","72.21.207.148","TCP","1514","26783  >  443 [ACK] Seq=289 Ack=157 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3056","269.585665","192.168.1.66","72.21.207.148","TLSv1.2","900","Application Data"
"3057","269.585743","192.168.1.66","72.21.207.148","TCP","1514","26783  >  443 [ACK] Seq=2595 Ack=157 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3058","269.585744","192.168.1.66","72.21.207.148","TCP","1514","26783  >  443 [ACK] Seq=4055 Ack=157 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3059","269.585744","192.168.1.66","72.21.207.148","TCP","1514","26783  >  443 [ACK] Seq=5515 Ack=157 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3060","269.585745","192.168.1.66","72.21.207.148","TLSv1.2","940","Application Data"
"3061","269.687355","192.168.1.66","72.21.207.148","TCP","54","26783  >  443 [ACK] Seq=7861 Ack=548 Win=65024 Len=0"
"3062","270.375036","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=45765 Ack=47119 Win=65536 Len=0"
"3063","270.379032","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=45765 Ack=47119 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3064","270.379033","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=47225 Ack=47119 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3065","270.379033","192.168.1.66","52.85.236.243","TLSv1.2","1288","Application Data"
"3066","270.581732","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=49919 Ack=51499 Win=65536 Len=0"
"3067","270.583901","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=49919 Ack=54856 Win=65536 Len=0"
"3068","270.584073","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=49919 Ack=56947 Win=65536 Len=0"
"3069","270.627433","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=49919 Ack=58004 Win=64512 Len=0"
"3070","270.818585","192.168.1.66","54.192.89.15","TCP","55","[TCP Keep-Alive] 26777  >  443 [ACK] Seq=1613 Ack=50545 Win=65536 Len=1"
"3071","270.830134","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=49919 Ack=62384 Win=65536 Len=0"
"3072","270.836134","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=49919 Ack=65304 Win=65536 Len=0"
"3073","270.847028","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=49919 Ack=68224 Win=65536 Len=0"
"3074","270.848921","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=49919 Ack=72604 Win=65536 Len=0"
"3075","270.867806","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=49919 Ack=81364 Win=65536 Len=0"
"3076","270.881893","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=49919 Ack=84284 Win=65536 Len=0"
"3077","270.882618","192.168.1.66","54.192.89.15","TCP","55","[TCP Keep-Alive] 26771  >  443 [ACK] Seq=3453 Ack=151114 Win=65280 Len=1"
"3078","270.883596","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=49919 Ack=88664 Win=65536 Len=0"
"3079","270.890760","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=49919 Ack=93044 Win=65536 Len=0"
"3080","270.902644","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=49919 Ack=95964 Win=65536 Len=0"
"3081","270.904078","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=49919 Ack=100344 Win=65536 Len=0"
"3082","270.909166","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=49919 Ack=107337 Win=65536 Len=0"
"3083","271.085062","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=49919 Ack=107337 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3084","271.085063","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=51379 Ack=107337 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3085","271.085064","192.168.1.66","52.85.236.243","TLSv1.2","1087","Application Data"
"3086","271.087207","192.168.1.66","72.21.207.148","TCP","1514","26783  >  443 [ACK] Seq=7861 Ack=548 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"3087","271.087208","192.168.1.66","72.21.207.148","TCP","1514","26783  >  443 [ACK] Seq=9321 Ack=548 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"3088","271.087209","192.168.1.66","72.21.207.148","TLSv1.2","1313","Application Data"
"3089","271.106802","192.168.1.66","54.192.89.15","TCP","55","[TCP Keep-Alive] 26776  >  443 [ACK] Seq=1630 Ack=253864 Win=65536 Len=1"
"3090","271.143933","192.168.1.66","52.85.236.243","TCP","1514","26743  >  443 [ACK] Seq=13367 Ack=25132 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3091","271.143935","192.168.1.66","52.85.236.243","TCP","1514","26743  >  443 [ACK] Seq=14827 Ack=25132 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3092","271.143935","192.168.1.66","52.85.236.243","TLSv1.2","590","Application Data"
"3093","271.144112","192.168.1.66","52.85.236.243","TCP","1514","26743  >  443 [ACK] Seq=16823 Ack=25132 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3094","271.144115","192.168.1.66","52.85.236.243","TCP","1514","26743  >  443 [ACK] Seq=18283 Ack=25132 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3095","271.144116","192.168.1.66","52.85.236.243","TLSv1.2","81","Application Data"
"3096","271.221019","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=53872 Ack=108048 Win=64768 Len=0"
"3097","271.231933","192.168.1.66","72.21.207.148","TCP","54","26783  >  443 [ACK] Seq=12040 Ack=851 Win=64768 Len=0"
"3098","271.237003","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=53872 Ack=108048 Win=64768 Len=1460 [TCP segment of a reassembled PDU]"
"3099","271.237004","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=55332 Ack=108048 Win=64768 Len=1460 [TCP segment of a reassembled PDU]"
"3100","271.237005","192.168.1.66","52.85.236.243","TLSv1.2","1485","Application Data"
"3101","271.245882","192.168.1.66","52.85.236.243","TCP","54","26743  >  443 [ACK] Seq=19770 Ack=26334 Win=64256 Len=0"
"3102","271.269742","192.168.1.66","72.21.207.148","TCP","1514","26783  >  443 [ACK] Seq=12040 Ack=851 Win=64768 Len=1460 [TCP segment of a reassembled PDU]"
"3103","271.269744","192.168.1.66","72.21.207.148","TCP","1514","26783  >  443 [ACK] Seq=13500 Ack=851 Win=64768 Len=1460 [TCP segment of a reassembled PDU]"
"3104","271.269744","192.168.1.66","72.21.207.148","TLSv1.2","740","Application Data"
"3105","271.302516","192.168.1.66","52.85.236.243","TCP","55","[TCP Keep-Alive] 26748  >  443 [ACK] Seq=17657 Ack=182739 Win=64256 Len=1[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"3106","271.333023","192.168.1.66","52.85.236.243","TCP","55","[TCP Keep-Alive] 26774  >  443 [ACK] Seq=2330 Ack=1523 Win=65536 Len=1[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"3107","271.347567","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=58223 Ack=109217 Win=65536 Len=0"
"3108","271.378068","192.168.1.66","72.21.207.148","TCP","54","26783  >  443 [ACK] Seq=15646 Ack=1154 Win=64512 Len=0"
"3110","271.445105","192.168.1.66","54.239.17.112","TCP","66","26784  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3111","271.445434","192.168.1.66","54.239.17.112","TCP","66","26785  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"3112","271.490145","192.168.1.66","54.239.17.112","TCP","54","26784  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"3113","271.490445","192.168.1.66","54.239.17.112","TLSv1.2","295","Client Hello"
"3114","271.491784","192.168.1.66","54.239.17.112","TCP","54","26785  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"3115","271.491989","192.168.1.66","54.239.17.112","TLSv1.2","295","Client Hello"
"3116","271.536632","192.168.1.66","54.239.17.112","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"3117","271.540696","192.168.1.66","54.239.17.112","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"3118","272.203574","192.168.1.66","72.21.207.148","TCP","1514","26783  >  443 [ACK] Seq=15646 Ack=1154 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"3119","272.203576","192.168.1.66","72.21.207.148","TCP","1514","26783  >  443 [ACK] Seq=17106 Ack=1154 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"3120","272.203577","192.168.1.66","72.21.207.148","TLSv1.2","472","Application Data"
"3121","272.203863","192.168.1.66","72.21.207.148","TCP","1514","26783  >  443 [ACK] Seq=18984 Ack=1154 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"3122","272.203867","192.168.1.66","72.21.207.148","TCP","1514","26783  >  443 [ACK] Seq=20444 Ack=1154 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"3123","272.203868","192.168.1.66","72.21.207.148","TCP","1514","26783  >  443 [ACK] Seq=21904 Ack=1154 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"3124","272.203869","192.168.1.66","72.21.207.148","TLSv1.2","603","Application Data"
"3125","272.334356","192.168.1.66","72.21.207.148","TCP","54","26783  >  443 [ACK] Seq=23913 Ack=1545 Win=65536 Len=0"
"3126","272.541202","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=58223 Ack=109217 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3127","272.541203","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=59683 Ack=109217 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3128","272.541204","192.168.1.66","52.85.236.243","TLSv1.2","692","Application Data"
"3129","272.544164","192.168.1.66","72.21.207.148","TCP","1514","26783  >  443 [ACK] Seq=23913 Ack=1545 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3130","272.544168","192.168.1.66","72.21.207.148","TCP","1514","26783  >  443 [ACK] Seq=25373 Ack=1545 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"3131","272.544169","192.168.1.66","72.21.207.148","TLSv1.2","753","Application Data"
"3132","272.651674","192.168.1.66","72.21.207.148","TCP","54","26783  >  443 [ACK] Seq=27532 Ack=1848 Win=65280 Len=0"
"3133","272.669382","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=61781 Ack=109928 Win=64768 Len=0"
"3134","272.670635","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=61781 Ack=109928 Win=64768 Len=1460 [TCP segment of a reassembled PDU]"
"3135","272.670636","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=63241 Ack=109928 Win=64768 Len=1460 [TCP segment of a reassembled PDU]"
"3136","272.670637","192.168.1.66","52.85.236.243","TLSv1.2","485","Application Data"
"3137","272.778908","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=65132 Ack=110486 Win=64256 Len=0"
"3138","273.297055","192.168.1.66","54.192.89.15","TCP","55","[TCP Keep-Alive] 26740  >  443 [ACK] Seq=18423 Ack=875321 Win=64512 Len=1"
"3139","273.305556","192.168.1.66","54.192.89.15","TCP","55","[TCP Keep-Alive] 26772  >  443 [ACK] Seq=4597 Ack=232221 Win=64000 Len=1"
"3140","273.461152","192.168.1.66","54.192.89.15","TCP","55","[TCP Keep-Alive] 26736  >  443 [ACK] Seq=16557 Ack=711362 Win=65280 Len=1"
"3141","273.648132","192.168.1.66","54.192.89.15","TCP","55","[TCP Keep-Alive] 26778  >  443 [ACK] Seq=1832 Ack=59689 Win=65024 Len=1"
"3142","273.962107","192.168.1.66","172.217.0.74","TCP","55","[TCP Keep-Alive] 26727  >  443 [ACK] Seq=1879 Ack=5895 Win=65536 Len=1"
"3143","277.347791","192.168.1.66","54.192.89.15","TCP","55","[TCP Keep-Alive] 26762  >  443 [ACK] Seq=779 Ack=6426 Win=64256 Len=1"
"3145","281.212541","192.168.1.66","72.21.207.148","TCP","1514","26783  >  443 [ACK] Seq=27532 Ack=1848 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"3146","281.212543","192.168.1.66","72.21.207.148","TCP","1514","26783  >  443 [ACK] Seq=28992 Ack=1848 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"3147","281.212544","192.168.1.66","72.21.207.148","TLSv1.2","471","Application Data"
"3148","281.212704","192.168.1.66","72.21.207.148","TLSv1.2","645","Application Data"
"3149","281.324512","192.168.1.66","72.21.207.148","TCP","54","26783  >  443 [ACK] Seq=31460 Ack=2239 Win=64768 Len=0"
"3150","286.223483","192.168.1.66","54.239.17.112","TCP","54","26784  >  443 [FIN, ACK] Seq=293 Ack=142 Win=65536 Len=0"
"3151","286.223682","192.168.1.66","54.239.17.112","TCP","54","26785  >  443 [FIN, ACK] Seq=293 Ack=142 Win=65536 Len=0"
"3152","286.224027","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=65132 Ack=110486 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"3153","286.224028","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=66592 Ack=110486 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"3154","286.224029","192.168.1.66","52.85.236.243","TLSv1.2","577","Application Data"
"3155","286.269316","192.168.1.66","54.239.17.112","TCP","54","26784  >  443 [ACK] Seq=294 Ack=143 Win=65536 Len=0"
